Tweet,,,
🇺🇦 is fighting valiantly and they have our full sympathy. But the only thing that can save lives in the RussiaUkraineWar is a ceasefire. Everything else can be settled later. Read my state of the nation address in full for more details here ,,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"So Zelensky has a body-double

What is he afraid of? 

RussiaUkraineWar ",,,
"The US believes that Iran supplied the Russians with ammunition, and the Russian Federation may transfer fighter jets in return, - White House spokesman John Kirby

StandWithUkraine RussiaUkraineWar ",,,
"WHO | CM Yogi | Congress | Turkey | Russia | News Track
WHO YogiAdityanath Congress earthquaketurkey earthquake russia russiaukrainewar BREAKING india video videoviral reels reelsvideo reelsviral ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"RussiaUkraineWar Live  Analysis by a reputed military strategist Gen  ! 👌☑️
Must watch!  t",,,
It’s been a year since Russia attacked Ukraine. We are not naive. We know that the prospects of a mutually acceptable peace deal in the RussiaUkraineWar are dim. But the first step is surely a ceasefire. This is the only way to save lives. ,,,
"at the "" City Hall"" 🏢 in paris 13 ... the french artist C 215's work in 🇺🇦 until march 4 👍
StreetArt art Ukraina RussiaUkraineWar France expo C215",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"🙏 Thank You So Much If You Subscribe To Our Social Media, Like And Share This Video!
🌊 Maritime exercises 
-
maritimeexercises
Ukraine
news
RussiaUkraine
russiaukrainewar
ukrainenews
Russia
turkey
newstoday
russiavsukrainewarupdate
ukrainewar",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"🙏 Thank You So Much If You Subscribe To Our Social Media, Like And Share This Video!
🌊 Maritime exercises 
-
maritimeexercises
Ukraine
news
RussiaUkraine
russiaukrainewar
ukrainenews
Russia
turkey
newstoday
russiavsukrainewarupdate
ukrainewar",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Prof. Gulshan Sachdeva writes, ""One Year of Russia-Ukraine WarNo end in sight but all key actors have big strategic goals in play""
 
Politics Russia RussiaUkraineWar Ukraine
",,,
"💔 Fresh footage of the ruins of Bakhmut.

* Video from the telegram channel of the enemy.
RussiaIsATerroristState RussianWarCrimes BakhmutHolds RussiaInvadedUkraine Donbas RussiaUkraineWar Bakhmut ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"💔 Fresh footage of the ruins of Bakhmut.

* Video from the telegram channel of the enemy.
RussiaIsATerroristState RussianWarCrimes BakhmutHolds RussiaInvadedUkraine Donbas RussiaUkraineWar Bakhmut ",,,
"Scholz has plans to discuss Russia’s war on Ukraine with Prime Minister Narendra Modi.

ZadaKhabar ZadaKhabarWorld GermanChancellor OlafScholz RussiaUkraineWar RussiaUkraineConflict PMModi NarendraModi India IGC WorldNews ZadaKhabarEveryday ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
The guest for today's Insiders will be Climate Change &amp,, Energy Minister . Excellent. On the panel&amp, . auspol AstonVotes superannuation RussiaUkraineWar 🌻 🇺🇦 
"World War 3 will divide the world into three groups ! 

With the Russia-Ukraine war still raging after a year, many defense experts believe that the world is speeding towards WorldWar3

Video  

RussiaUkraineWar UkraineRussianWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"World War 3 will divide the world into three groups ! 

With the Russia-Ukraine war still raging after a year, many defense experts believe that the world is speeding towards WorldWar3

Video  

RussiaUkraineWar UkraineRussianWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"InPics | What tactical nuclear weapons does Russia have?

RussiaUkraineWar Repost

",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"We're anti-war as women UK-born and from many countries, inc. refugees traumatised &amp; disabled by wars.  War = death, disability and environmental devastation.  For disabled people, State support is abandoned.  UK govt pouring millions into war, not our needs. RussiaUkraineWar ",,,
"🇷🇺 Russians pound with 2S7Pion &amp; 2S4Tyulpan heavy Artillery at Ugledar (203mm, 240mm) to decimate multistorey buildings used as strongpoints by the 🇺🇦 AFU. Expect heavy casualties.

RussianArmy ZugZwwngA196 RussiaUkraineWar Z NATO Putin    CNN ",,,
"Analysis of _shashi  publ in  on 1 yr of RussiaUkraineWar
Link-  
Covers-
-Stark realities parties to war hesitating to accept!
-Calculations &amp; strategies of opposing sides 
-Possibility of Chinese  wild card entry?
-Way ahead. ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"World War 3 will divide the world into three groups ! 

With the Russia-Ukraine war still raging after a year, many defense experts believe that the world is speeding towards WorldWar3

Video  

RussiaUkraineWar UkraineRussianWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"The CCP is determined to take action against Taiwan in 2023!
takedownCCP Taiwanesetraitor RussiaUkraineWar IronTriangle (2/2)",,,
"What is the outcome of the RussiaUkraineWar??

🌟There will be an unprecedented opportunity for the New Federal State of China!!

🔥The West will turn to the dismantling of the Chinese Communist Party with NO choice!!! ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
The guest for today's Insiders will be Climate Change &amp,, Energy Minister . Excellent. On the panel&amp, . auspol AstonVotes superannuation RussiaUkraineWar 🌻 🇺🇦 
"What is the outcome of the RussiaUkraineWar??

🌟There will be an unprecedented opportunity for the New Federal State of China!!

🔥The West will turn to the dismantling of the Chinese Communist Party with NO choice!!! ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"🔥Kamikaze drone flew over an enemy tank 🔥😁

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar StandWithUkraine  UkraineFrontLines ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"BreakingUKrainian forces Captured Russian position Zaporizhzhia Oblast

Ukraine Ukraina UkraineInvasion UkraineFrontLines UkrainianArmy ukrainewarvideos Internationalleaks RussiaUkraineWar RussianArmy RussiaUkraineCrisisb ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"🇷🇺 cannot win because the entire western world has lined up behind 🇺🇦. At the same time, 🇷🇺 is a nuclear power, and a nuclear power cannot be cornered because they may trigger a nuclear war. We need a ceasefire and peace talks. The sooner the better. RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Hundreds of videos online showing nazi 'recruiters' kidnapping male citizens (mainly in minority areas), bundling them off to the front where their survival time is measured in hours.  All ignored by West media.  UkraineRussianWar RussiaUkraineWar NaziUkraine Zelenski ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"G20 finance chiefs have been unable to reach a consensus on describing the war in Ukraine and are likely to end a meeting in India on Saturday without a joint communique. G20 RussiaUkraineWar

",,,
"One year since Russia invaded Ukraine, Anna Andrusyk's husband has been called up to fight Russia. They have two boys under eight. She describes a level of fear and anxiety that ""burns you out"" RussiaUkraineWar _carv  ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Kherson was under Russian occupation for nine long months. Now, even after Ukraine reclaimed the city, it remains mostly deserted. WION correspondent  gets you a ground report from the city.

 bring you this report.

RussiaUkraineWar ",,,
"THANK YOU PRESIDENT PUTIN, THANK YOU TO ALL RUSSIAN BROTHERS &amp; SISTERS FOR SAVING MANKIND &amp; WIPING OUT PURE EVIL. THOSE NAZI BASTARDS, THE KHAZARIAN MAFIA - YOU ARE THE REAL HEROS!!

RussiaUkraineWar 
UkraineRussianWar 
DENAZIFICATION 🔥
Russia 

",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Donald Trump. WWWIII has never been closer than it is right now. We need to clean up the house of all warmongers and the deep state.
ukraine UkraineRussianWar ukrainerussia RussiaUkraineWar russia nato militaryexpansion natoexpansion RussianUkrainianWar PeaceNow Peace ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Donald Trump. WWWIII has never been closer than it is right now. We need to clean up the house of all warmongers and the deep state.
ukraine UkraineRussianWar ukrainerussia RussiaUkraineWar russia nato militaryexpansion natoexpansion RussianUkrainianWar PeaceNow Peace ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"If you look at the Russians’ attitudes towards their soldiers lives, you’d think the Kremlin was run by PlannedParenthood!

RussiaUkraineWar abortion ProLife",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"""G20 must remain an economic forum""

Russia has accused the West of destabilising the G20 Finance Ministers' meeting in India by trying to force through a joint statement on RussiaUkraineWar. 

 tells you more

Watch more ",,,
"6 days per week for almost 2 months and I’ve just been dismissed from the clinic. I’m in no need of medical treatments no more, now the real rehabilitation will start. Just a few months more and I’m strong again.

RussiaUkraineWar 🇺🇦",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"The terrorist russian army shelled the town of Kostiantynivka with incendiary shells.
RussiaUkraineWar ",,,
"Welcome UkraineFrontLines reserve account. If smth would happen to our main account  the truth about RussiaUkraineWar moves here. While we fix the issue. We think positive. It’s just to be safe &amp; hold info front for you 24/7.
Just keep it in mind.  UkraineHolds",,,
"Let it be.  Can wait the day when all who refused today chilling at G20 will refused to call the Hague the Hague, while ""chilling"" at the court.
RussiaUkraineWar 
UkraineHolds",,,
"🔥72nd OMBr named after Black Zaporozhians during aerial reconnaissance filmed the occupiers, who were destroyed by Ukrainian artillery.

StandWithUkraine RussiaUkraineWar

watch here ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"What is the outcome of the RussiaUkraineWar??

🌟There will be an unprecedented opportunity for the New Federal State of China!!

🔥The West will turn to the dismantling of the Chinese Communist Party with NO choice!!! ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"China Says Sending Weapons Into Ukraine War Won’t Bring Peace
The comments come as the US is claiming China is considering arming Russia
by Dave DeCamp
 Ukraine NATO MilitaryIndustrialComplex UkraineRussiaWar RussiaUkraineWar
 ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"🇷🇺 President VadimirPutin &amp; 🇮🇳 PM  are working hand in hand against US &amp; NATO hegemony. 65%of Indians support Russia's War against 🇺🇦Ukraine. 🇷🇺 &amp; 🇮🇳 are big time defence &amp; energy partners

ZugZwangA196 RussiaUkraineWar RussianArmy India ModiHaiToMumkinHai ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"What is the outcome of the RussiaUkraineWar??

🌟There will be an unprecedented opportunity for the New Federal State of China!!

🔥The West will turn to the dismantling of the Chinese Communist Party with NO choice!!! ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"RussiaUkraineWar | Russia continues to shell Ukraine amid grinding push in the east 

 with groundreport from Ukraine

Join the broadcast with  ",,,
"Want to Help Save Ukraine?

This is the place to Start!

Getting Started Becoming a Master Hacker masterhacker gettingstarted cyberwarrior 
Anonymous StandWithUkraine
RussiaUkraineWar 

 ",,,
"Want to Help Save Ukraine?

This is the place to Start!

Getting Started Becoming a Master Hacker masterhacker gettingstarted cyberwarrior 
Anonymous StandWithUkraine
RussiaUkraineWar 

 ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
what can I say to you!I really cannot bear it!Biden Zelensky RussiaUkraineWar ,,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"🇺🇦 ⚓️Kamikaze drones that punish the Russian invaders.
⚓ Video of the successful work of the drone operators of the 35th marine brigade named after Rear Admiral Mykhailo Ostrogradskyi on enemy equipment and its manpower.

StandWithUkraine RussiaUkraineWar

watch here ",,,
"China Says Sending Weapons Into Ukraine War Won’t Bring Peace
The comments come as the US is claiming China is considering arming Russia
by Dave DeCamp
 Ukraine NATO MilitaryIndustrialComplex UkraineRussiaWar RussiaUkraineWar
 ",,,
"RussiaUkraineWar | Russia continues to shell Ukraine amid grinding push in the east 

 with groundreport from Ukraine

Join the broadcast with  ",,,
"1-year lapse of SpecialMilitaryOperation in Ukraine 

RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Biden said he now excludes the transfer of F16 fighters to Ukraine

fighterjets F16forUkraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Another man forcefully ""mobilized"" from a street in Ukraine. Probably not to be ever seen again ☹️

RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"YellenUnitedStates readies an additional $10 billion in economic assistance for NOT Ohio 

Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar UkraineRussianWar OhioBeforeUkraine OhioTrainDisaster OhioChemicalDisaster OhioChernobyl…  ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"🤡BlinkenI think viscerally most Americans don’t like to see a big country bullying another, and they just feel it’s wrong and want to do something about it.

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar…  ",,,
"Ukraine's Defense Minister Reznikov about Russians""I suddenly felt that I could definitely kill. And not only that, I want to kill them.""

Russia RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar…  ",,,
"Another forceful conscription in Transcarpathia, Ukraine

mobilization Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Moldova, Chisinau.

Protesters lined up outside the presidential palace holding up the signs ""Moldova needs peace!"", ""Don't scare the people!""

Pridnestrovie Transnistria AFU Russia Russiantroops Ukrainiantroops UkrainianArmy RussiaUkraineWar NATO NATORUSSIAWAR…  ",,,
"One year ago, on Feb 25, 2022, a Su27 fighter jet of the 831st Tactical Aviation Brigade of the Ukrainian AirForce was mistakenly shot down over Kiev by Ukrainian airdefense 

S400 Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia…  ",,,
"AFU reportedly blew up the dam in Bakhmut/Artyomovsk) to impede the advancement of WagnerPMC

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Via OperativeSMO

AFU firing position in Bakhmut/Artyemovsk being surpressed

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"India, following the meeting of the heads of finance ministries and central banks of the G20, abstained from condemning Russia's operation in Ukraine, noting that there are ""other views and different assessments of the situation""

G20India G20 RussiaUkraineWar…  ",,,
"Andrew Peters. 28 years old. US citizen. He fought in Iraq and Afghanistan. He spoke many languages, including Ukrainian.
KIA at the UkraineFrontLines.
Glory to the Hero! 
RussiaUkraineWar ",,,
"Location of the blown up reservoir dam in Bakhmut/Artyomovsk, flooding reporder in Stupki north of Bakhmut

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar  ",,,
"‘Blood will be on our hands:’ SeanPenn wants Biden to send F16's to Ukraine

 fighterjets F16forUkraine Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar",,,
"PrigozhinYagodnoe/Yahidne in the north of Bakhmut ceased by WagnerPMC

WagnerPMC WagnerGroup Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Ugledar - bird view

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"tru dat

Ukraine Ukrainecoupdetat VictoriaNuland RussiaUkraineWar Putin maidan  ",,,
"Want to Help Save Ukraine?

This is the place to Start!

Getting Started Becoming a Master Hacker masterhacker gettingstarted cyberwarrior 
Anonymous StandWithUkraine
RussiaUkraineWar 

 ",,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
RussiaUkraineWar Ukrainian fighters at Bakhmut reported encircled – Asia Times ,,,
"What a miserable life, to die in a foreign country and be eaten by a cat.

I will not mark the “sensitive content”video, sorry, I think we are all used to watching ☠️ invaders.

RussiansDYINGforNOTHING RussiaIsLosing russianlosses Donbas Bakhmut Vuhledar RussiaUkraineWar ",,,
"❗️ The US is letting Ukraine decide how to end the conflict with Russia -  

StandWithUkraine RussiaUkraineWar ",,,
"Inside of Zelensky's living quarters where he has spent the year since hostilities began

RussiaUkraineWar UkraineRussiaWar NATO Ukraine Zelenskyy ",,,
"PrigozhinYagodnoe/Yahidne in the north of Bakhmut ceased by WagnerPMC

WagnerPMC WagnerGroup Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"Ugledar - bird view

Russia Ukraine RussiaUkraineWar UkraineRussiaWar NATO NATORUSSIAWAR ProxyWar Russia UkraineRussianWar BakhmutMeatGrinder Ugledar Soledar ",,,
"🇬🇧🤝🇺🇦 Britain announced a new package of sanctions against Russia, which should close opportunities for exporting everything that the Kremlin uses for war

StandWithUkraine RussiaUkraineWar ",,,
"tru dat

Ukraine Ukrainecoupdetat VictoriaNuland RussiaUkraineWar Putin maidan  ",,,
"Inside of Zelensky's living quarters where he has spent the year since hostilities began

RussiaUkraineWar UkraineRussiaWar NATO Ukraine Zelenskyy ",,,
"Meantime, explosions reported in Slovyansk, Donetsk oblast.
RussiaUkraineWar",,,
